ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia_Correctivo,Frecuencia_Preventivo
3931,421,2020-06-12 18:00:00,Correctivo,6828.59,35,Planta Sur,14,16
3932,327,2020-06-12 19:00:00,Preventivo,7519.51,20,Planta Sur,10,11
3933,23,2020-06-12 20:00:00,Preventivo,6405.5,12,Planta Este,12,12
3934,50,2020-06-12 21:00:00,Preventivo,5854.98,30,Planta Este,9,10
3935,283,2020-06-12 22:00:00,Correctivo,5300.63,25,Planta Oeste,13,18
3936,225,2020-06-12 23:00:00,Preventivo,3847.46,39,Planta Norte,12,17
3937,64,2020-06-13 00:00:00,Correctivo,8238.42,25,Planta Oeste,18,10
3938,334,2020-06-13 01:00:00,Preventivo,2044.82,36,Planta Norte,12,16
3939,156,2020-06-13 02:00:00,Preventivo,1034.03,22,Planta Norte,14,9
3940,314,2020-06-13 03:00:00,Correctivo,2754.19,5,Planta Oeste,4,11
3941,238,2020-06-13 04:00:00,Correctivo,2548.2,18,Planta Oeste,8,14
3942,14,2020-06-13 05:00:00,Preventivo,744.68,24,Planta Sur,10,12
3943,312,2020-06-13 06:00:00,Correctivo,8019.2,23,Planta Sur,17,11
3944,499,2020-06-13 07:00:00,Preventivo,8798.82,21,Planta Norte,4,12
3945,191,2020-06-13 08:00:00,Preventivo,9668.91,16,Planta Este,9,10
3946,13,2020-06-13 09:00:00,Correctivo,9996.53,12,Planta Oeste,8,10
3947,353,2020-06-13 10:00:00,Preventivo,8947.44,36,Planta Este,10,12
3948,55,2020-06-13 11:00:00,Correctivo,8919.44,10,Planta Sur,13,11
3949,31,2020-06-13 12:00:00,Preventivo,2133.02,19,Planta Oeste,10,4
3950,491,2020-06-13 13:00:00,Preventivo,438.96,17,Planta Norte,13,6
3951,192,2020-06-13 14:00:00,Correctivo,1482.26,8,Planta Este,6,4
3952,412,2020-06-13 15:00:00,Preventivo,6579.35,5,Planta Oeste,12,16
3953,120,2020-06-13 16:00:00,Preventivo,6836.52,31,Planta Sur,11,9
3954,450,2020-06-13 17:00:00,Correctivo,4949.61,43,Planta Este,12,14
3955,182,2020-06-13 18:00:00,Preventivo,2765.67,3,Planta Oeste,10,13
3956,283,2020-06-13 19:00:00,Correctivo,6151.18,35,Planta Este,13,18
3957,121,2020-06-13 20:00:00,Correctivo,574.86,44,Planta Este,9,6
3958,251,2020-06-13 21:00:00,Correctivo,5895.02,4,Planta Oeste,8,11
3959,449,2020-06-13 22:00:00,Correctivo,4441.01,18,Planta Norte,11,12
3960,374,2020-06-13 23:00:00,Correctivo,294.82,36,Planta Este,10,3
3961,224,2020-06-14 00:00:00,Preventivo,2213.95,31,Planta Sur,7,5
3962,230,2020-06-14 01:00:00,Preventivo,3823.74,43,Planta Oeste,12,11
3963,6,2020-06-14 02:00:00,Preventivo,1775.75,7,Planta Norte,13,11
3964,418,2020-06-14 03:00:00,Correctivo,2462.23,4,Planta Este,16,9
3965,11,2020-06-14 04:00:00,Correctivo,8251.74,26,Planta Norte,9,10
3966,20,2020-06-14 05:00:00,Preventivo,3676.46,24,Planta Sur,13,6
3967,12,2020-06-14 06:00:00,Preventivo,9423.08,4,Planta Sur,14,11
3968,28,2020-06-14 07:00:00,Correctivo,544.67,24,Planta Este,10,4
3969,281,2020-06-14 08:00:00,Correctivo,4280.55,2,Planta Sur,20,10
3970,374,2020-06-14 09:00:00,Correctivo,5644.74,24,Planta Oeste,10,3
3971,387,2020-06-14 10:00:00,Correctivo,7555.75,1,Planta Este,6,10
3972,244,2020-06-14 11:00:00,Correctivo,4153.33,35,Planta Oeste,5,11
3973,101,2020-06-14 12:00:00,Preventivo,8462.92,29,Planta Sur,15,14
3974,187,2020-06-14 13:00:00,Preventivo,1457.79,22,Planta Este,12,13
3975,260,2020-06-14 14:00:00,Correctivo,4276.98,26,Planta Este,5,14
3976,123,2020-06-14 15:00:00,Preventivo,9131.61,12,Planta Este,10,18
3977,349,2020-06-14 16:00:00,Preventivo,8174.86,5,Planta Sur,8,11
3978,303,2020-06-14 17:00:00,Preventivo,8337.33,27,Planta Este,12,13
3979,376,2020-06-14 18:00:00,Correctivo,6741.59,37,Planta Norte,12,15
3980,55,2020-06-14 19:00:00,Preventivo,1498.9,37,Planta Este,13,11
3981,189,2020-06-14 20:00:00,Preventivo,6893.5,36,Planta Oeste,7,7
3982,279,2020-06-14 21:00:00,Correctivo,5689.81,33,Planta Este,9,9
3983,9,2020-06-14 22:00:00,Preventivo,385.5,23,Planta Este,12,4
3984,468,2020-06-14 23:00:00,Correctivo,960.1,18,Planta Norte,7,8
3985,114,2020-06-15 00:00:00,Correctivo,3464.95,28,Planta Oeste,15,7
3986,106,2020-06-15 01:00:00,Preventivo,3510.3,10,Planta Norte,6,13
3987,16,2020-06-15 02:00:00,Correctivo,3063.16,19,Planta Este,13,6
3988,172,2020-06-15 03:00:00,Correctivo,1352.53,24,Planta Oeste,21,15
3989,319,2020-06-15 04:00:00,Correctivo,4386.86,9,Planta Norte,15,17
3990,183,2020-06-15 05:00:00,Preventivo,2165.44,25,Planta Este,9,8
3991,429,2020-06-15 06:00:00,Preventivo,1148.08,31,Planta Norte,12,8
3992,378,2020-06-15 07:00:00,Correctivo,1806.53,17,Planta Este,11,12
3993,320,2020-06-15 08:00:00,Correctivo,6621.96,35,Planta Sur,13,6
3994,348,2020-06-15 09:00:00,Preventivo,668.13,1,Planta Norte,13,12
3995,392,2020-06-15 10:00:00,Preventivo,9291.65,37,Planta Oeste,6,10
3996,132,2020-06-15 11:00:00,Preventivo,4798.8,33,Planta Norte,11,10
3997,304,2020-06-15 12:00:00,Preventivo,2794.11,38,Planta Sur,8,11
3998,450,2020-06-15 13:00:00,Correctivo,7424.18,16,Planta Norte,12,14
3999,79,2020-06-15 14:00:00,Correctivo,8532.67,39,Planta Este,15,12
4000,315,2020-06-15 15:00:00,Preventivo,4700.82,2,Planta Este,12,13
4001,88,2020-06-15 16:00:00,Correctivo,6541.09,10,Planta Este,11,10
4002,218,2020-06-15 17:00:00,Preventivo,4375.29,27,Planta Este,5,12
4003,446,2020-06-15 18:00:00,Correctivo,6322.16,31,Planta Oeste,7,9
4004,225,2020-06-15 19:00:00,Preventivo,5647.06,28,Planta Sur,12,17
4005,183,2020-06-15 20:00:00,Correctivo,3509.5,13,Planta Este,9,8
4006,1,2020-06-15 21:00:00,Preventivo,3727.3,20,Planta Este,10,10
4007,155,2020-06-15 22:00:00,Correctivo,5951.05,1,Planta Norte,4,10
4008,418,2020-06-15 23:00:00,Preventivo,2546.17,31,Planta Este,16,9
4009,208,2020-06-16 00:00:00,Preventivo,7253.56,38,Planta Norte,5,8
4010,194,2020-06-16 01:00:00,Preventivo,8060.96,11,Planta Este,8,9
4011,358,2020-06-16 02:00:00,Correctivo,4062.27,29,Planta Sur,13,6
4012,117,2020-06-16 03:00:00,Correctivo,3469.55,5,Planta Sur,8,9
4013,200,2020-06-16 04:00:00,Correctivo,7820.34,33,Planta Este,5,12
4014,363,2020-06-16 05:00:00,Correctivo,6284.69,11,Planta Sur,11,6
4015,157,2020-06-16 06:00:00,Preventivo,1120.88,12,Planta Este,14,11
4016,174,2020-06-16 07:00:00,Correctivo,4565.98,21,Planta Oeste,9,11
4017,170,2020-06-16 08:00:00,Preventivo,6949.94,35,Planta Norte,7,16
4018,484,2020-06-16 09:00:00,Correctivo,8796.12,11,Planta Este,11,11
4019,184,2020-06-16 10:00:00,Correctivo,8401.09,42,Planta Norte,11,7
4020,404,2020-06-16 11:00:00,Preventivo,7755.79,12,Planta Sur,12,14
4021,475,2020-06-16 12:00:00,Correctivo,1156.53,16,Planta Oeste,9,6
4022,72,2020-06-16 13:00:00,Preventivo,2727.32,19,Planta Norte,8,11
4023,109,2020-06-16 14:00:00,Preventivo,2597.85,24,Planta Este,10,11
4024,12,2020-06-16 15:00:00,Preventivo,821.01,34,Planta Norte,14,11
4025,53,2020-06-16 16:00:00,Correctivo,9817.23,22,Planta Sur,12,12
4026,304,2020-06-16 17:00:00,Preventivo,4197.61,23,Planta Oeste,8,11
4027,340,2020-06-16 18:00:00,Preventivo,626.47,1,Planta Norte,8,17
4028,109,2020-06-16 19:00:00,Preventivo,1547.04,12,Planta Norte,10,11
4029,277,2020-06-16 20:00:00,Preventivo,4082.23,29,Planta Oeste,6,9
4030,61,2020-06-16 21:00:00,Preventivo,6105.02,14,Planta Oeste,11,7
4031,149,2020-06-16 22:00:00,Preventivo,9495.55,5,Planta Sur,6,10
4032,376,2020-06-16 23:00:00,Correctivo,8378.61,32,Planta Este,12,15
4033,35,2020-06-17 00:00:00,Correctivo,7889.73,8,Planta Sur,10,6
4034,8,2020-06-17 01:00:00,Correctivo,1914.29,27,Planta Este,16,11
4035,420,2020-06-17 02:00:00,Correctivo,6750.09,32,Planta Norte,8,13
4036,18,2020-06-17 03:00:00,Correctivo,1844.56,19,Planta Sur,10,10
4037,256,2020-06-17 04:00:00,Correctivo,4298.5,25,Planta Sur,8,10
4038,104,2020-06-17 05:00:00,Preventivo,5069.72,24,Planta Oeste,15,10
4039,366,2020-06-17 06:00:00,Correctivo,5611.09,18,Planta Sur,18,5
4040,280,2020-06-17 07:00:00,Correctivo,391.82,44,Planta Sur,10,9
4041,488,2020-06-17 08:00:00,Preventivo,3145.59,18,Planta Oeste,11,23
4042,134,2020-06-17 09:00:00,Correctivo,3453.08,37,Planta Este,11,19
4043,189,2020-06-17 10:00:00,Correctivo,795.14,31,Planta Norte,7,7
4044,27,2020-06-17 11:00:00,Preventivo,5158.26,24,Planta Este,1,12
4045,127,2020-06-17 12:00:00,Correctivo,3596.5,32,Planta Sur,11,9
4046,1,2020-06-17 13:00:00,Correctivo,4598.7,29,Planta Sur,10,10
4047,256,2020-06-17 14:00:00,Correctivo,286.87,25,Planta Sur,8,10
4048,80,2020-06-17 15:00:00,Correctivo,2834.98,47,Planta Sur,12,11
4049,231,2020-06-17 16:00:00,Correctivo,9595.92,39,Planta Este,14,6
4050,285,2020-06-17 17:00:00,Correctivo,2274.65,25,Planta Norte,13,4
4051,283,2020-06-17 18:00:00,Preventivo,7070.09,23,Planta Sur,13,18
4052,476,2020-06-17 19:00:00,Preventivo,602.41,15,Planta Norte,6,16
4053,199,2020-06-17 20:00:00,Preventivo,1821.72,33,Planta Oeste,13,5
4054,389,2020-06-17 21:00:00,Correctivo,9120.26,2,Planta Este,13,11
4055,42,2020-06-17 22:00:00,Preventivo,2115.36,21,Planta Norte,8,8
4056,324,2020-06-17 23:00:00,Preventivo,1996.98,14,Planta Norte,8,13
4057,163,2020-06-18 00:00:00,Correctivo,5376.44,28,Planta Oeste,11,10
4058,56,2020-06-18 01:00:00,Correctivo,2024.49,8,Planta Sur,8,8
4059,129,2020-06-18 02:00:00,Preventivo,9676.33,11,Planta Norte,10,12
4060,434,2020-06-18 03:00:00,Correctivo,8905.12,20,Planta Este,10,9
4061,220,2020-06-18 04:00:00,Preventivo,3568.37,8,Planta Oeste,11,14
4062,344,2020-06-18 05:00:00,Preventivo,2569.02,28,Planta Este,14,12
4063,74,2020-06-18 06:00:00,Preventivo,3871.18,21,Planta Sur,12,9
4064,218,2020-06-18 07:00:00,Correctivo,3474.36,19,Planta Sur,5,12
4065,268,2020-06-18 08:00:00,Preventivo,3901.97,23,Planta Oeste,7,17
4066,335,2020-06-18 09:00:00,Preventivo,2698.74,23,Planta Oeste,8,18
4067,421,2020-06-18 10:00:00,Correctivo,2836.49,9,Planta Norte,14,16
4068,79,2020-06-18 11:00:00,Correctivo,3899.2,3,Planta Oeste,15,12
4069,194,2020-06-18 12:00:00,Correctivo,9926.38,1,Planta Este,8,9
4070,467,2020-06-18 13:00:00,Preventivo,3104.34,39,Planta Oeste,14,8
4071,200,2020-06-18 14:00:00,Correctivo,2184.09,18,Planta Oeste,5,12
4072,148,2020-06-18 15:00:00,Correctivo,3666.31,13,Planta Sur,4,15
4073,337,2020-06-18 16:00:00,Correctivo,2144.13,12,Planta Sur,13,11
4074,378,2020-06-18 17:00:00,Preventivo,6775.55,21,Planta Norte,11,12
4075,12,2020-06-18 18:00:00,Preventivo,1621.44,20,Planta Norte,14,11
4076,490,2020-06-18 19:00:00,Preventivo,1528.91,41,Planta Oeste,4,10
4077,29,2020-06-18 20:00:00,Preventivo,8811.4,17,Planta Sur,10,5
4078,97,2020-06-18 21:00:00,Preventivo,9207.34,38,Planta Oeste,7,11
4079,388,2020-06-18 22:00:00,Preventivo,6200.47,6,Planta Norte,8,9
4080,259,2020-06-18 23:00:00,Correctivo,6562.87,16,Planta Este,14,11
4081,147,2020-06-19 00:00:00,Correctivo,2454.23,19,Planta Este,15,6
4082,202,2020-06-19 01:00:00,Preventivo,5974.82,28,Planta Sur,10,8
4083,145,2020-06-19 02:00:00,Correctivo,650.92,8,Planta Oeste,11,11
4084,266,2020-06-19 03:00:00,Preventivo,9045.81,22,Planta Oeste,13,13
4085,37,2020-06-19 04:00:00,Preventivo,2509.06,13,Planta Este,15,11
4086,229,2020-06-19 05:00:00,Correctivo,2831.64,22,Planta Oeste,7,10
4087,442,2020-06-19 06:00:00,Preventivo,2522.94,5,Planta Este,14,10
4088,216,2020-06-19 07:00:00,Correctivo,8994.0,7,Planta Oeste,11,12
4089,207,2020-06-19 08:00:00,Correctivo,4725.36,11,Planta Este,14,13
4090,418,2020-06-19 09:00:00,Correctivo,9524.19,21,Planta Oeste,16,9
4091,443,2020-06-19 10:00:00,Correctivo,6496.19,5,Planta Este,19,13
4092,434,2020-06-19 11:00:00,Preventivo,6147.96,18,Planta Sur,10,9
4093,101,2020-06-19 12:00:00,Correctivo,6894.48,35,Planta Sur,15,14
4094,48,2020-06-19 13:00:00,Correctivo,3629.9,14,Planta Este,9,9
4095,9,2020-06-19 14:00:00,Correctivo,7445.01,47,Planta Oeste,12,4
4096,41,2020-06-19 15:00:00,Correctivo,9073.94,14,Planta Oeste,4,14
4097,76,2020-06-19 16:00:00,Correctivo,1869.79,47,Planta Este,16,10
4098,121,2020-06-19 17:00:00,Preventivo,1106.77,21,Planta Sur,9,6
4099,372,2020-06-19 18:00:00,Preventivo,5155.33,47,Planta Norte,15,9
4100,497,2020-06-19 19:00:00,Preventivo,7690.97,37,Planta Norte,11,11
4101,337,2020-06-19 20:00:00,Preventivo,7060.72,30,Planta Oeste,13,11
4102,497,2020-06-19 21:00:00,Preventivo,1062.23,40,Planta Norte,11,11
4103,66,2020-06-19 22:00:00,Preventivo,443.22,40,Planta Oeste,13,6
4104,77,2020-06-19 23:00:00,Correctivo,1583.34,40,Planta Este,6,14
4105,77,2020-06-20 00:00:00,Preventivo,7320.41,41,Planta Oeste,6,14
4106,259,2020-06-20 01:00:00,Preventivo,8302.49,26,Planta Norte,14,11
4107,156,2020-06-20 02:00:00,Preventivo,7097.76,34,Planta Este,14,9
4108,160,2020-06-20 03:00:00,Correctivo,1755.7,27,Planta Oeste,12,9
4109,186,2020-06-20 04:00:00,Correctivo,3362.42,2,Planta Norte,8,12
4110,371,2020-06-20 05:00:00,Preventivo,8511.36,23,Planta Norte,10,13
4111,312,2020-06-20 06:00:00,Preventivo,869.64,28,Planta Este,17,11
4112,92,2020-06-20 07:00:00,Correctivo,1767.18,33,Planta Norte,14,11
4113,252,2020-06-20 08:00:00,Preventivo,3958.86,2,Planta Oeste,7,13
4114,488,2020-06-20 09:00:00,Preventivo,5533.29,21,Planta Sur,11,23
4115,232,2020-06-20 10:00:00,Correctivo,7916.77,26,Planta Norte,10,11
4116,465,2020-06-20 11:00:00,Preventivo,1516.86,32,Planta Oeste,15,11
4117,184,2020-06-20 12:00:00,Correctivo,7822.03,6,Planta Norte,11,7
4118,5,2020-06-20 13:00:00,Preventivo,4526.36,22,Planta Este,10,7
4119,348,2020-06-20 14:00:00,Correctivo,3559.91,22,Planta Oeste,13,12
4120,161,2020-06-20 15:00:00,Preventivo,9939.33,12,Planta Norte,11,9
4121,262,2020-06-20 16:00:00,Preventivo,5216.73,36,Planta Este,9,10
4122,302,2020-06-20 17:00:00,Preventivo,1713.01,42,Planta Este,13,5
4123,478,2020-06-20 18:00:00,Correctivo,7919.33,39,Planta Norte,10,9
4124,169,2020-06-20 19:00:00,Preventivo,9904.63,18,Planta Norte,11,10
4125,468,2020-06-20 20:00:00,Preventivo,9636.98,20,Planta Oeste,7,8
4126,479,2020-06-20 21:00:00,Correctivo,2380.48,37,Planta Norte,11,6
4127,172,2020-06-20 22:00:00,Correctivo,8508.39,47,Planta Este,21,15
4128,453,2020-06-20 23:00:00,Correctivo,8130.5,38,Planta Este,7,8
4129,460,2020-06-21 00:00:00,Correctivo,4304.62,21,Planta Norte,13,9
4130,131,2020-06-21 01:00:00,Correctivo,3498.23,8,Planta Este,10,11
4131,410,2020-06-21 02:00:00,Correctivo,5480.66,46,Planta Oeste,9,16
4132,388,2020-06-21 03:00:00,Correctivo,5115.24,19,Planta Sur,8,9
4133,93,2020-06-21 04:00:00,Preventivo,5119.58,18,Planta Este,9,11
4134,14,2020-06-21 05:00:00,Correctivo,2181.77,46,Planta Este,10,12
4135,36,2020-06-21 06:00:00,Correctivo,3146.68,8,Planta Oeste,10,9
4136,414,2020-06-21 07:00:00,Correctivo,4406.72,7,Planta Sur,9,6
4137,371,2020-06-21 08:00:00,Preventivo,3363.47,24,Planta Sur,10,13
4138,152,2020-06-21 09:00:00,Correctivo,7582.33,36,Planta Oeste,9,12
4139,457,2020-06-21 10:00:00,Preventivo,2910.25,27,Planta Este,10,14
4140,212,2020-06-21 11:00:00,Preventivo,5583.64,40,Planta Oeste,11,8
4141,172,2020-06-21 12:00:00,Correctivo,1487.78,18,Planta Este,21,15
4142,409,2020-06-21 13:00:00,Correctivo,6915.8,46,Planta Norte,13,11
4143,258,2020-06-21 14:00:00,Preventivo,5969.13,36,Planta Este,7,9
4144,161,2020-06-21 15:00:00,Correctivo,3277.62,40,Planta Este,11,9
4145,333,2020-06-21 16:00:00,Correctivo,793.51,10,Planta Sur,8,8
4146,483,2020-06-21 17:00:00,Preventivo,346.06,16,Planta Sur,18,12
4147,275,2020-06-21 18:00:00,Preventivo,3772.37,9,Planta Norte,8,16
4148,209,2020-06-21 19:00:00,Preventivo,6906.72,10,Planta Oeste,6,9
4149,447,2020-06-21 20:00:00,Preventivo,1972.3,4,Planta Norte,12,13
4150,22,2020-06-21 21:00:00,Correctivo,1856.66,39,Planta Este,13,11
4151,214,2020-06-21 22:00:00,Preventivo,8452.88,10,Planta Oeste,7,11
4152,270,2020-06-21 23:00:00,Correctivo,7501.14,36,Planta Sur,9,9
4153,91,2020-06-22 00:00:00,Correctivo,2894.25,18,Planta Oeste,11,11
4154,151,2020-06-22 01:00:00,Preventivo,4467.51,8,Planta Norte,7,11
4155,416,2020-06-22 02:00:00,Preventivo,7977.31,47,Planta Sur,8,16
4156,336,2020-06-22 03:00:00,Preventivo,7780.91,39,Planta Este,8,13
4157,60,2020-06-22 04:00:00,Preventivo,8896.56,45,Planta Sur,13,12
4158,213,2020-06-22 05:00:00,Preventivo,8373.04,25,Planta Sur,10,11
4159,471,2020-06-22 06:00:00,Correctivo,8920.56,37,Planta Sur,18,5
4160,329,2020-06-22 07:00:00,Correctivo,1469.02,3,Planta Oeste,12,12
4161,69,2020-06-22 08:00:00,Correctivo,1811.23,38,Planta Sur,5,10
4162,166,2020-06-22 09:00:00,Correctivo,335.54,2,Planta Norte,5,11
4163,428,2020-06-22 10:00:00,Preventivo,2119.62,45,Planta Norte,17,10
4164,424,2020-06-22 11:00:00,Preventivo,1563.73,16,Planta Oeste,16,11
4165,298,2020-06-22 12:00:00,Preventivo,5202.67,16,Planta Norte,9,15
4166,382,2020-06-22 13:00:00,Correctivo,5109.86,29,Planta Sur,9,6
4167,298,2020-06-22 14:00:00,Correctivo,6581.05,16,Planta Norte,9,15
4168,47,2020-06-22 15:00:00,Preventivo,2459.24,9,Planta Norte,7,8
4169,368,2020-06-22 16:00:00,Correctivo,388.24,45,Planta Norte,12,9
4170,143,2020-06-22 17:00:00,Preventivo,9401.7,3,Planta Norte,7,16
4171,78,2020-06-22 18:00:00,Correctivo,7526.38,13,Planta Sur,10,4
4172,436,2020-06-22 19:00:00,Preventivo,4106.38,46,Planta Norte,9,11
4173,64,2020-06-22 20:00:00,Correctivo,1702.03,46,Planta Este,18,10
4174,73,2020-06-22 21:00:00,Preventivo,4197.93,33,Planta Norte,12,10
4175,392,2020-06-22 22:00:00,Preventivo,3010.12,12,Planta Sur,6,10
4176,125,2020-06-22 23:00:00,Correctivo,6952.57,22,Planta Norte,5,15
4177,419,2020-06-23 00:00:00,Preventivo,6895.11,37,Planta Oeste,7,10
4178,488,2020-06-23 01:00:00,Correctivo,5807.25,10,Planta Norte,11,23
4179,134,2020-06-23 02:00:00,Correctivo,4785.39,9,Planta Este,11,19
4180,170,2020-06-23 03:00:00,Correctivo,2346.42,25,Planta Norte,7,16
4181,149,2020-06-23 04:00:00,Correctivo,6884.03,19,Planta Este,6,10
4182,169,2020-06-23 05:00:00,Preventivo,5331.48,9,Planta Norte,11,10
4183,23,2020-06-23 06:00:00,Correctivo,6484.71,16,Planta Sur,12,12
4184,122,2020-06-23 07:00:00,Preventivo,157.39,32,Planta Oeste,14,9
4185,494,2020-06-23 08:00:00,Preventivo,8562.08,14,Planta Oeste,8,7
4186,355,2020-06-23 09:00:00,Preventivo,9694.56,25,Planta Este,4,7
4187,217,2020-06-23 10:00:00,Correctivo,7301.8,34,Planta Este,9,5
4188,96,2020-06-23 11:00:00,Correctivo,5794.65,21,Planta Sur,12,10
4189,311,2020-06-23 12:00:00,Correctivo,8406.14,14,Planta Norte,16,11
4190,338,2020-06-23 13:00:00,Correctivo,5806.02,20,Planta Oeste,8,11
4191,268,2020-06-23 14:00:00,Correctivo,9947.65,35,Planta Oeste,7,17
4192,420,2020-06-23 15:00:00,Preventivo,3650.35,3,Planta Oeste,8,13
4193,26,2020-06-23 16:00:00,Correctivo,1631.77,20,Planta Este,10,10
4194,307,2020-06-23 17:00:00,Correctivo,7452.88,32,Planta Este,12,6
4195,240,2020-06-23 18:00:00,Correctivo,2786.23,9,Planta Este,15,6
4196,1,2020-06-23 19:00:00,Correctivo,7221.28,14,Planta Este,10,10
4197,450,2020-06-23 20:00:00,Preventivo,886.67,47,Planta Norte,12,14
4198,240,2020-06-23 21:00:00,Preventivo,2309.42,8,Planta Oeste,15,6
4199,470,2020-06-23 22:00:00,Correctivo,4570.48,9,Planta Sur,11,7
4200,2,2020-06-23 23:00:00,Preventivo,214.85,9,Planta Norte,7,6
4201,129,2020-06-24 00:00:00,Preventivo,1579.54,28,Planta Sur,10,12
4202,334,2020-06-24 01:00:00,Correctivo,8559.67,4,Planta Este,12,16
4203,384,2020-06-24 02:00:00,Preventivo,4285.07,31,Planta Norte,10,14
4204,252,2020-06-24 03:00:00,Preventivo,8103.02,1,Planta Oeste,7,13
4205,384,2020-06-24 04:00:00,Correctivo,2360.64,10,Planta Norte,10,14
4206,235,2020-06-24 05:00:00,Preventivo,866.15,42,Planta Oeste,14,10
4207,173,2020-06-24 06:00:00,Preventivo,6959.45,23,Planta Oeste,8,7
4208,442,2020-06-24 07:00:00,Preventivo,9694.19,22,Planta Norte,14,10
4209,134,2020-06-24 08:00:00,Preventivo,2177.39,13,Planta Norte,11,19
4210,237,2020-06-24 09:00:00,Preventivo,8595.28,46,Planta Norte,10,12
4211,443,2020-06-24 10:00:00,Correctivo,6007.5,9,Planta Oeste,19,13
4212,39,2020-06-24 11:00:00,Correctivo,5205.92,15,Planta Oeste,13,13
4213,342,2020-06-24 12:00:00,Preventivo,276.2,15,Planta Norte,6,12
4214,49,2020-06-24 13:00:00,Correctivo,4270.53,6,Planta Norte,14,7
4215,469,2020-06-24 14:00:00,Preventivo,4830.02,47,Planta Este,7,16
4216,407,2020-06-24 15:00:00,Correctivo,8075.46,11,Planta Este,12,5
4217,73,2020-06-24 16:00:00,Correctivo,3617.02,8,Planta Este,12,10
4218,84,2020-06-24 17:00:00,Correctivo,1487.65,36,Planta Oeste,7,8
4219,426,2020-06-24 18:00:00,Correctivo,3737.54,9,Planta Sur,14,5
4220,84,2020-06-24 19:00:00,Preventivo,3096.96,31,Planta Oeste,7,8
4221,152,2020-06-24 20:00:00,Correctivo,826.39,43,Planta Oeste,9,12
4222,408,2020-06-24 21:00:00,Preventivo,4529.55,3,Planta Norte,8,17
4223,116,2020-06-24 22:00:00,Preventivo,8478.89,15,Planta Norte,8,12
4224,74,2020-06-24 23:00:00,Correctivo,4106.31,34,Planta Oeste,12,9
4225,237,2020-06-25 00:00:00,Preventivo,6407.07,19,Planta Este,10,12
4226,471,2020-06-25 01:00:00,Preventivo,2247.38,23,Planta Norte,18,5
4227,485,2020-06-25 02:00:00,Correctivo,1661.81,37,Planta Este,9,11
4228,286,2020-06-25 03:00:00,Correctivo,6936.52,43,Planta Sur,14,10
4229,254,2020-06-25 04:00:00,Correctivo,9553.28,15,Planta Este,9,11
4230,28,2020-06-25 05:00:00,Correctivo,6746.76,39,Planta Este,10,4
4231,356,2020-06-25 06:00:00,Correctivo,7720.14,36,Planta Sur,15,14
4232,492,2020-06-25 07:00:00,Correctivo,3098.78,11,Planta Norte,14,9
4233,217,2020-06-25 08:00:00,Correctivo,4939.12,37,Planta Norte,9,5
4234,154,2020-06-25 09:00:00,Preventivo,5839.01,39,Planta Sur,7,10
4235,430,2020-06-25 10:00:00,Correctivo,8556.42,8,Planta Sur,15,10
4236,232,2020-06-25 11:00:00,Correctivo,2563.1,1,Planta Sur,10,11
4237,82,2020-06-25 12:00:00,Correctivo,7054.66,30,Planta Este,9,12
4238,24,2020-06-25 13:00:00,Preventivo,5732.53,16,Planta Este,10,8
4239,324,2020-06-25 14:00:00,Preventivo,4718.64,42,Planta Norte,8,13
4240,395,2020-06-25 15:00:00,Correctivo,5153.54,9,Planta Oeste,8,13
4241,397,2020-06-25 16:00:00,Preventivo,8616.52,44,Planta Oeste,15,14
4242,59,2020-06-25 17:00:00,Correctivo,5229.91,26,Planta Oeste,20,9
4243,122,2020-06-25 18:00:00,Correctivo,8924.17,4,Planta Norte,14,9
4244,37,2020-06-25 19:00:00,Preventivo,7307.45,31,Planta Este,15,11
4245,332,2020-06-25 20:00:00,Preventivo,1291.46,45,Planta Norte,14,12
4246,168,2020-06-25 21:00:00,Preventivo,1282.2,3,Planta Oeste,9,6
4247,477,2020-06-25 22:00:00,Correctivo,6507.86,7,Planta Norte,9,15
4248,139,2020-06-25 23:00:00,Preventivo,7591.09,6,Planta Norte,12,13
4249,32,2020-06-26 00:00:00,Correctivo,6104.5,46,Planta Sur,14,12
4250,119,2020-06-26 01:00:00,Correctivo,3564.58,42,Planta Oeste,14,10
4251,86,2020-06-26 02:00:00,Correctivo,4481.28,10,Planta Este,8,9
4252,85,2020-06-26 03:00:00,Preventivo,2977.21,46,Planta Norte,10,13
4253,307,2020-06-26 04:00:00,Preventivo,5204.54,32,Planta Este,12,6
4254,85,2020-06-26 05:00:00,Preventivo,8396.32,2,Planta Sur,10,13
4255,4,2020-06-26 06:00:00,Preventivo,4901.71,13,Planta Oeste,12,8
4256,429,2020-06-26 07:00:00,Correctivo,505.82,20,Planta Este,12,8
4257,90,2020-06-26 08:00:00,Correctivo,1962.33,2,Planta Norte,11,7
4258,440,2020-06-26 09:00:00,Correctivo,6455.83,1,Planta Norte,11,10
4259,53,2020-06-26 10:00:00,Preventivo,5541.44,14,Planta Este,12,12
4260,409,2020-06-26 11:00:00,Preventivo,2315.58,35,Planta Sur,13,11
4261,78,2020-06-26 12:00:00,Correctivo,249.48,32,Planta Norte,10,4
4262,298,2020-06-26 13:00:00,Preventivo,6187.92,1,Planta Sur,9,15
